"Data Source","World Development Indicators",

"Last Updated Date","2017-06-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Aruba","ABW","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.20700001716614","1.06200003623962","1.38800001144409","1.35099995136261","0.601999998092651","1.13800001144409","1.13699996471405","1.13199996948242","1.13800001144409","1.12999999523163","1.14499998092651","0.492000013589859","8.44099998474121","8.47900009155273","8.5","8.41800022125244","8.34200000762939","8.27799987792969","8.23799991607666","8.22799968719482","8.19999980926514","8.18000030517578","8.35700035095215","8.44900035858154","8.51599979400635","8.53999996185303",
"Angola","AGO","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.73099994659424","6.65799999237061","6.46700000762939","6.76800012588501","6.93900012969971","6.92500019073486","6.85200023651123","6.82399988174438","6.7979998588562","6.81099987030029","6.82499980926514","6.93800020217896","6.83300018310547","6.89799976348877","6.9850001335144","7.01100015640259","7.02899980545044","6.91400003433228","6.77299976348877","6.78700017929077","6.79199981689453","6.80700016021729","6.82800006866455","6.80399990081787","6.6710000038147","6.5789999961853",
"Albania","ALB","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.210000038147","14.2360000610352","15.5649995803833","15.3509998321533","14.7110004425049","14.4049997329712","13.4549999237061","14.2299995422363","14.53600025177","14.1479997634888","22.6800003051758","14.8459997177124","13.9499998092651","13.9139995574951","13.8319997787476","13.0559997558594","13.5","13","13.7600002288818","14.1999998092651","13.9770002365112","13.4379997253418","15.6400003433228","17.4899997711182","17.0799999237061","16.3330001831055",
"Andorra","AND","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.733000300833","13.0446677635379","13.6470155392733","13.8511964937244","14.6961789059872","14.2237067486831","13.7692964336477","13.5282183824649","12.3590504634968","13.0756064550842","12.9444777311735","13.1610665133816","13.5303024182279","12.5780982406456","11.8981435953798","11.1215252273061","10.7059429841718","10.4264801069655","10.0591670939814","10.0692222016879","11.2261433226356","11.4621274227687","11.4367422946702","11.5628225645302","11.5880825251258","11.4202858118287",
"United Arab Emirates","ARE","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.20700001716614","3.25799989700317","3.26799988746643","2.07999992370605","1.79999995231628","2.70499992370605","2.61100006103516","3.28600001335144","3.28099989891052","2.29999995231628","3.31299996376038","3.34999990463257","2.7960000038147","3.20499992370605","3.09999990463257","3.15700006484985","3.18400001525879","4","4.19999980926514","4.1710000038147","4.12799978256226","4.08099985122681","4.01999998092651","3.96600008010864","3.8050000667572","3.69099998474121",
"Argentina","ARG","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.80000019073486","6.69999980926514","10.1000003814697","12.1000003814697","18.7999992370605","17.2000007629395","14.8999996185303","12.8000001907349","14.1000003814697","15.0200004577637","17.3999996185303","19.6000003814697","16.0300006866455","13.5220003128052","11.5059995651245","9.44999980926514","8.41499996185303","7.83699989318848","8.64500045776367","7.71400022506714","7.17899990081787","7.21700000762939","7.09999990463257","7.26800012588501","6.62200021743774","6.55700016021729",
"Armenia","ARM","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.9869995117188","18.0540008544922","18.6280002593994","17.7950000762939","17.9589996337891","18.1660003662109","16.7329998016357","17.3409996032715","16.8939990997314","18.0160007476807","17.9389991760254","17.8120002746582","17.6509990692139","17.4689998626709","17.2329998016357","16.9669990539551","16.6660003662109","16.3999996185303","18.7000007629395","19","18.3999996185303","17.2999992370605","16.2000007629395","17.6000003814697","17.0340003967285","16.7590007781982",
"American Samoa","ASM","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
